%Time	Paddle Displacement	LC1	LC2	WG0	WG1	WG2	WG3
31/08/2023 14.29.23.40112	0.772751	-0.55603	0.09935	-302.52	-0.0597076	-0.0444946	0.281754
31/08/2023 14.29.23.45112	0.772507	-0.258453	0.108353	-302.352	-0.235809	-0.303009	0.192017
31/08/2023 14.29.23.50112	0.772566	3.82977	1.75464	-302.188	-0.168793	-0.291367	0.191788
31/08/2023 14.29.23.55238	0.772692	1.08524	0.621658	-302.142	0.0897369	-0.299255	-0.140015
31/08/2023 14.29.23.60238	0.772715	2.73666	1.32184	-302.292	-0.0335388	-0.15712	0.0457611
31/08/2023 14.29.23.65287	0.772697	-0.777405	0.0774994	-302.3	-0.222092	-0.103058	0.0805969
31/08/2023 14.29.23.70287	0.772441	0.452118	0.337601	-301.958	-0.197342	-0.286057	0.189468
31/08/2023 14.29.23.75287	0.772647	2.75745	1.2838	-301.723	-0.0550385	-0.256531	0.141327
31/08/2023 14.29.23.80287	0.77271	0.605865	0.459961	-301.942	0.0804291	-0.203445	0.00837708
31/08/2023 14.29.23.85287	0.772711	3.69888	1.65543	-302.527	0.0621185	-0.0524597	-0.212479
31/08/2023 14.29.23.90287	0.772587	5.38922	2.47429	-302.825	-0.0441895	-0.22226	-0.00531006
31/08/2023 14.29.23.95312	0.77252	1.68622	0.987579	-302.297	-0.105698	-0.195206	0.190842
31/08/2023 14.29.24.00312	0.772672	1.09402	0.876083	-302.588	-0.270096	-0.283371	0.178711
31/08/2023 14.29.24.05312	0.772749	2.59689	1.20242	-302.75	0.0258026	-0.223984	0.0975037
31/08/2023 14.29.24.10312	0.77266	0.224884	0.497665	-303.517	0.0665588	-0.127548	-0.0637512
31/08/2023 14.29.24.15312	0.772523	1.53131	0.595032	-304.125	-0.124969	-0.124207	0.181442
31/08/2023 14.29.24.20312	0.772593	0.345612	0.34021	-304.086	-0.183304	-0.219864	0.274002
31/08/2023 14.29.24.25312	0.772673	1.32678	0.655594	-303.677	-0.0488586	-0.244156	0.214691
31/08/2023 14.29.24.30312	0.772722	0.433533	0.539612	-303.569	0.00398254	-0.17392	0.175812
31/08/2023 14.29.24.35312	0.772706	1.064	0.710342	-303.906	-0.0644836	-0.00857544	-0.178833
31/08/2023 14.29.24.40312	0.772429	0.655212	0.416321	-303.473	-0.0666962	-0.00538635	0.176468
31/08/2023 14.29.24.45312	0.772638	0.162659	0.353226	-302.744	-0.187668	-0.219971	0.136841
31/08/2023 14.29.24.50312	0.772677	1.67056	0.856934	-301.777	-0.115921	-0.355118	0.283569
31/08/2023 14.29.24.55312	0.772734	0.727325	0.627441	-300.745	0.0810852	-0.309753	0.0354919
31/08/2023 14.29.24.60312	0.772615	2.35751	1.25299	-300.707	0.060791	-0.238861	-0.0935364
31/08/2023 14.29.24.65312	0.772505	1.89871	0.946045	-300.214	-0.179504	0.0707245	-0.0715637
31/08/2023 14.29.24.70312	0.772653	0.413635	0.496719	-299.83	-0.149933	-0.242325	0.178802
31/08/2023 14.29.24.75312	0.772702	0.0575256	0.447769	-299.481	-0.0564575	-0.341858	0.237228
31/08/2023 14.29.24.80312	0.772705	2.03302	0.991516	-299.923	-0.0057373	-0.261169	-0.0346832
31/08/2023 14.29.24.85312	0.772593	1.12982	0.680954	-300.327	0.0922089	-0.114487	-0.115524
31/08/2023 14.29.24.90312	0.772518	2.85944	1.36401	-301.839	-0.163376	-0.0857544	-0.143921
31/08/2023 14.29.24.95312	0.772684	1.16483	0.911438	-303.158	-0.138184	-0.0854797	0.238281
31/08/2023 14.29.25.00312	0.772742	0.0101318	0.448868	-303.877	-0.306946	-0.245956	0.20961
31/08/2023 14.29.25.05312	0.77271	0.762939	0.74855	-305.013	-0.0748749	-0.350723	0.143646
31/08/2023 14.29.25.10312	0.772497	1.00348	0.856735	-305.618	0.174515	-0.181076	0.129944
31/08/2023 14.29.25.15312	0.772583	4.0983	1.90382	-306.157	-0.089798	-0.114182	0.0848236
31/08/2023 14.29.25.20312	0.772642	0.0132446	0.544495	-305.496	-0.198807	-0.234787	0.113297
31/08/2023 14.29.25.25312	0.772747	0.110962	0.466232	-305.428	-0.0951538	-0.472977	0.408997
31/08/2023 14.29.25.30312	0.772675	-0.868073	0.259232	-305.387	-0.0111084	-0.44873	0.243469
31/08/2023 14.29.25.35312	0.772443	-1.13788	0.0085144	-304.806	-0.048233	-0.349182	-0.0116882
31/08/2023 14.29.25.40312	0.772664	1.06622	0.758545	-303.858	0.0100403	-0.123291	0.124878
31/08/2023 14.29.25.45312	0.772703	1.52853	0.975586	-302.347	-0.290268	-0.251053	0.205368
31/08/2023 14.29.25.50312	0.77272	0.368988	0.536453	-301.172	-0.307083	-0.230927	0.277908
31/08/2023 14.29.25.55312	0.772572	-0.265717	0.480011	-300.426	-0.156769	-0.25795	-0.000183105
31/08/2023 14.29.25.60312	0.772548	-1.02643	0.0813599	-300.127	0.00965881	-0.117828	0.0915833
31/08/2023 14.29.25.65312	0.772628	-0.691406	0.220856	-299.64	-0.0869293	-0.160706	0.243179
31/08/2023 14.29.25.70312	0.772713	0.64032	0.56636	-299.728	-0.254608	-0.403687	0.283005
31/08/2023 14.29.25.75312	0.772706	2.60056	1.51155	-299.594	-0.12674	-0.339844	0.299683
31/08/2023 14.29.25.80312	0.772536	1.12036	0.929367	-299.268	0.0490875	-0.331955	0.243195
31/08/2023 14.29.25.85312	0.772575	4.57571	2.17473	-300.075	0.0355377	-0.225021	0.000854492
31/08/2023 14.29.25.90312	0.772672	3.66946	1.85986	-301.157	-0.200165	-0.162384	-0.0239716
31/08/2023 14.29.25.95312	0.772749	-1.41428	-0.00721741	-302.072	-0.162476	-0.123184	0.302536
31/08/2023 14.29.26.00312	0.772666	1.43387	0.959717	-302.827	-0.150681	-0.395813	0.422531
31/08/2023 14.29.26.05312	0.772462	2.03271	1.21205	-303.44	-0.000274658	-0.313446	0.0762024
31/08/2023 14.29.26.10312	0.77264	0.612701	0.585617	-303.865	0.100693	-0.24794	0.095932
31/08/2023 14.29.26.15312	0.772705	3.96997	1.75258	-304.392	0.0666656	-0.172379	-0.0795288
31/08/2023 14.29.26.20312	0.772708	0.225647	0.460617	-304.337	-0.265717	-0.0085907	0.15387
31/08/2023 14.29.26.25362	0.77261	0.431885	0.606766	-304.215	-0.387268	-0.391388	0.290512
31/08/2023 14.29.26.30362	0.772523	0.46994	0.724472	-303.879	0.0344391	-0.38501	0.216476
31/08/2023 14.29.26.35362	0.772653	1.77795	1.04555	-304.243	0.112823	-0.211945	-0.04422
31/08/2023 14.29.26.40362	0.772703	3.03818	1.76245	-304.295	0.042099	0.0212402	-0.224243
31/08/2023 14.29.26.45362	0.772706	2.25162	1.17943	-304.19	-0.0726013	-0.116028	0.253006
31/08/2023 14.29.26.50362	0.772515	-1.10287	0.05896	-304.028	-0.161728	-0.303391	0.211288
31/08/2023 14.29.26.55487	0.772611	-1.90765	-0.209198	-304.138	0.00949097	-0.282898	0.0684967
31/08/2023 14.29.26.60487	0.772644	0.751068	0.662262	-304.108	0.0380859	-0.153473	0.0679016
31/08/2023 14.29.26.65487	0.772757	2.35434	1.3582	-304.07	0.0935211	-0.0965118	0.148575
31/08/2023 14.29.26.70487	0.772719	0.423462	0.588104	-303.664	-0.204193	-0.113388	0.0797272
31/08/2023 14.29.26.75512	0.772411	1.11523	0.574844	-302.864	-0.129669	-0.33284	0.316055
31/08/2023 14.29.26.80512	0.772666	0.9534	0.624756	-302.107	0.0801544	-0.293045	0.126099
31/08/2023 14.29.26.85512	0.7727	0.435547	0.493027	-301.449	0.0339508	-0.092453	0.0512543
31/08/2023 14.29.26.90512	0.772709	2.10815	1.26773	-300.569	-0.10762	-0.0547791	-0.100464
31/08/2023 14.29.26.95587	0.772611	3.31827	1.61435	-299.392	-0.276108	-0.108353	0.245483
31/08/2023 14.29.27.00587	0.772494	1.65411	0.859756	-298.504	-0.172302	-0.344482	0.144211
31/08/2023 14.29.27.05587	0.772678	0.640747	0.670166	-298.121	-0.0260468	-0.374344	0.129044
31/08/2023 14.29.27.10587	0.772706	-1.2778	-0.0859375	-298.502	0.127579	-0.317841	0.191818
31/08/2023 14.29.27.15587	0.772713	1.58008	0.918823	-298.43	-0.0625153	-0.143311	-0.107391
31/08/2023 14.29.27.20587	0.772507	3.47409	1.6936	-299.901	-0.336304	-0.046051	-0.00976562
31/08/2023 14.29.27.25637	0.77257	1.46439	0.800079	-301.34	-0.203064	-0.560226	0.199219
31/08/2023 14.29.27.30637	0.772681	-0.436768	0.122925	-303.072	0.0154266	-0.152206	0.173569
31/08/2023 14.29.27.35687	0.772721	-0.410858	0.291336	-305.815	-0.0937195	-0.193741	0.00585937
31/08/2023 14.29.27.40687	0.772731	0.854309	0.6091	-307.524	-0.127884	-0.150757	0.0317535
31/08/2023 14.29.27.45687	0.772424	1.31912	0.869354	-308.667	-0.176498	-0.201462	0.303955
31/08/2023 14.29.27.50687	0.772646	2.24719	1.21104	-309.108	-0.323944	-0.49823	0.27684
31/08/2023 14.29.27.55687	0.772704	1.05042	0.652206	-308.779	0.00463867	-0.431931	0.0823364
31/08/2023 14.29.27.60687	0.7727	0.442871	0.482178	-308.637	-0.00468445	-0.208786	-0.0419617
31/08/2023 14.29.27.65687	0.772711	1.59839	1.24783	-307.03	0.0497894	-0.146759	0.111389
31/08/2023 14.29.27.70687	0.772405	2.95166	1.47643	-304.152	-0.120743	0.037735	-0.0748901
31/08/2023 14.29.27.75737	0.772655	-1.00266	0.0962677	-300.816	-0.252029	-0.360565	0.199142
31/08/2023 14.29.27.80737	0.772707	-1.15781	0.0650787	-298.121	-0.102844	-0.184402	0.0285339
31/08/2023 14.29.27.85737	0.772726	-2.19785	-0.158936	-296.323	0.04422	-0.229172	0.0110474
31/08/2023 14.29.27.90737	0.772523	-2.65836	-0.326096	-295.725	0.142715	-0.164917	0.12529
31/08/2023 14.29.27.95862	0.772578	-0.49588	0.190704	-295.477	-0.192749	-0.118866	0.17926
31/08/2023 14.29.28.00862	0.772702	1.19095	0.671906	-295.746	-0.265762	-0.151642	0.315582
31/08/2023 14.29.28.05862	0.772713	-1.27786	-0.0300293	-297.57	-0.0831604	-0.310501	0.386749
31/08/2023 14.29.28.10862	0.772703	0.624298	0.67691	-301.243	0.0599518	-0.294678	-0.0419922
31/08/2023 14.29.28.15862	0.772481	-0.407227	0.125992	-304.405	-0.118332	-0.231689	0.133499
31/08/2023 14.29.28.20862	0.772603	1.90643	1.19757	-307.095	-0.0529327	-0.0890198	0.0496826
31/08/2023 14.29.28.25862	0.772672	2.0332	0.957672	-308.113	-0.3974	-0.316818	0.245636
31/08/2023 14.29.28.30862	0.772726	5.15958	2.20432	-308.614	-0.194092	-0.397049	0.458298
31/08/2023 14.29.28.35862	0.772706	-0.613068	0.283035	-308.607	0.110474	-0.317535	-0.0146484
31/08/2023 14.29.28.40862	0.772432	-0.864899	0.211487	-307.686	0.17952	0.0132599	-0.195511
31/08/2023 14.29.28.45862	0.772668	-1.07617	0.00276184	-304.057	-0.0579529	-0.146973	0.240967
31/08/2023 14.29.28.50862	0.772696	-0.46048	0.116638	-299.338	-0.086731	-0.319275	0.246613
31/08/2023 14.29.28.55862	0.772695	0.269592	0.284683	-295.599	-0.0712128	-0.440323	0.225037
31/08/2023 14.29.28.60862	0.772585	3.3183	1.70256	-292.49	-0.0553741	-0.287216	-0.0587921
31/08/2023 14.29.28.65862	0.77252	1.97235	1.25462	-291.761	0.254028	-0.200714	0.0890808
31/08/2023 14.29.28.70862	0.772672	2.54575	1.24898	-291.861	-0.117294	-0.177078	-0.057663
31/08/2023 14.29.28.75862	0.77272	6.1647	2.6568	-293.564	-0.292435	-0.558472	0.184311
31/08/2023 14.29.28.80862	0.772715	0.372742	0.475662	-298.151	-0.0177917	-0.204132	0.165192
31/08/2023 14.29.28.85862	0.772481	0.225922	0.396561	-304.85	0.08815	-0.230118	0.0644379
31/08/2023 14.29.28.90862	0.772601	1.45605	0.827316	-311.372	-0.0171051	-0.141769	-0.147522
31/08/2023 14.29.28.95862	0.772661	1.91797	0.953674	-316.961	-0.137711	-0.152863	0.260254
31/08/2023 14.29.29.00862	0.772734	2.17154	1.16838	-319.337	-0.0120697	-0.136826	0.362656
31/08/2023 14.29.29.05862	0.772702	1.43579	0.891006	-319.826	-0.120392	-0.401443	0.19548
31/08/2023 14.29.29.10862	0.77247	1.22711	0.859085	-317.517	0.101852	-0.322021	0.211273
31/08/2023 14.29.29.15862	0.772642	2.9649	1.44133	-310.035	0.0576935	-0.23967	-0.205582
31/08/2023 14.29.29.20862	0.772685	3.05905	1.4632	-298.402	-0.0818939	-0.231094	-0.0179138
31/08/2023 14.29.29.25912	0.77273	0.120178	0.537186	-286.778	-0.158234	-0.242508	0.336838
31/08/2023 14.29.29.30912	0.772581	0.526428	0.641464	-278.502	-0.0737457	-0.478409	0.0380859
31/08/2023 14.29.29.35912	0.772518	0.00869751	0.43158	-274.23	0.128891	-0.38443	0.0411682
31/08/2023 14.29.29.40912	0.772688	3.42599	1.66623	-273.206	0.0487366	-0.228104	0.110641
31/08/2023 14.29.29.45912	0.772725	0.784546	0.759293	-274.726	0.00823975	-0.250793	0.0460205
31/08/2023 14.29.29.50912	0.772647	1.8125	0.977158	-282.302	-0.254471	-0.259155	0.230896
31/08/2023 14.29.29.55912	0.772532	-0.677277	0.330872	-293.535	-0.191299	-0.419052	0.215744
31/08/2023 14.29.29.60912	0.77259	0.420471	0.632416	-303.505	0.0454407	-0.345596	-0.0111694
31/08/2023 14.29.29.65912	0.772695	3.27911	1.60693	-312.302	0.233109	-0.367905	-0.156387
31/08/2023 14.29.29.70912	0.772726	2.80255	1.51628	-316.563	-0.225174	-0.293518	-0.0397339
31/08/2023 14.29.29.75962	0.772748	2.0368	1.04977	-319.463	-0.217697	-0.489563	0.346603
31/08/2023 14.29.29.80962	0.77242	3.48572	1.5739	-319.902	-0.286407	-0.472137	0.423538
31/08/2023 14.29.29.85962	0.772626	3.32993	1.33777	-320.154	-0.025238	-0.46431	0.0616608
31/08/2023 14.29.29.90962	0.772659	0.071106	0.306046	-320.269	-0.0751953	-0.194366	-0.141098
31/08/2023 14.29.29.95987	0.772746	2.01917	1.12529	-318.151	-0.18869	-0.403259	0.0362549
31/08/2023 14.29.30.00987	0.77264	0.968842	0.706375	-313.468	-0.157455	-0.379837	0.317932
31/08/2023 14.29.30.05987	0.772492	0.0350037	0.29245	-307.66	-0.0625305	-0.352676	0.211212
31/08/2023 14.29.30.10987	0.772629	1.10059	0.75972	-301.638	-0.0212402	-0.413116	0.107224
31/08/2023 14.29.30.15987	0.772675	-0.643066	0.152847	-297.256	0.151627	-0.274704	-0.141098
31/08/2023 14.29.30.20987	0.772775	2.07782	1.24187	-292.459	-0.1017	-0.17894	0.0685883
31/08/2023 14.29.30.25987	0.772518	2.76172	1.46823	-289.347	-0.250946	-0.368759	0.265121
31/08/2023 14.29.30.30987	0.772585	4.13181	1.95972	-288.059	-0.337708	-0.48909	0.313004
31/08/2023 14.29.30.36137	0.772695	-0.16333	0.327713	-287.991	0.0367737	-0.345703	-0.0784454
31/08/2023 14.29.30.41137	0.772667	0.0302429	0.306808	-288.865	-0.0703735	-0.240112	-0.119385
31/08/2023 14.29.30.46137	0.772722	2.82169	1.33768	-289.937	-0.023941	-0.212021	0.0753632
31/08/2023 14.29.30.51137	0.772453	1.31012	0.72464	-291.672	-0.159378	-0.336365	0.275024
31/08/2023 14.29.30.56137	0.772607	2.87714	1.73552	-292.912	-0.177124	-0.425308	0.153442
31/08/2023 14.29.30.61137	0.772729	2.48819	1.52437	-294.26	-0.14473	-0.447479	0.0801544
31/08/2023 14.29.30.66137	0.772687	7.25034	3.29492	-295.691	0.30484	-0.30632	-0.21788
31/08/2023 14.29.30.71137	0.772669	8.83478	3.77673	-298.988	0.0605774	-0.250488	-0.210937
31/08/2023 14.29.30.76312	0.772472	6.43463	2.67508	-302.4	-0.0920258	-0.337555	0.174469
31/08/2023 14.29.30.81312	0.77265	-0.00469971	0.193314	-305.445	-0.23262	-0.307968	0.360641
31/08/2023 14.29.30.86312	0.772758	1.61118	0.863434	-309.724	-0.046814	-0.431305	-0.040741
31/08/2023 14.29.30.91312	0.772712	4.71002	2.0791	-314.233	0.115036	-0.26265	-0.141235
31/08/2023 14.29.30.96312	0.772517	1.259	0.681641	-318.362	0.087326	-0.203842	0.135178
31/08/2023 14.29.31.01312	0.772524	-0.891693	0.0302429	-320.571	0.0293579	-0.0632324	0.102783
31/08/2023 14.29.31.06337	0.772701	-0.475952	0.175919	-321.826	-0.125595	-0.491852	0.185364
31/08/2023 14.29.31.11337	0.772694	0.14743	0.381775	-322.45	-0.00839233	-0.251404	0.0684967
31/08/2023 14.29.31.16412	0.77274	1.44592	0.944061	-321.622	0.0207062	-0.303329	-0.00289917
31/08/2023 14.29.31.21412	0.772423	0.890472	0.629593	-318.432	0.0440521	-0.269501	-0.133362
31/08/2023 14.29.31.26412	0.772634	0.363068	0.531326	-309.269	-0.115692	-0.172852	0.201828
31/08/2023 14.29.31.31412	0.772735	0.405182	0.434509	-297.86	-0.15094	-0.292374	0.352249
31/08/2023 14.29.31.36412	0.772683	1.54526	0.799881	-285.129	0.0235901	-0.384766	0.118958
31/08/2023 14.29.31.41412	0.772659	3.60455	1.68794	-274.111	0.0461884	-0.189148	-0.0466309
31/08/2023 14.29.31.46412	0.772446	0.39151	0.424973	-268.642	0.0999603	-0.088623	-0.0322266
31/08/2023 14.29.31.51412	0.772678	0.666412	0.628876	-265.678	-0.133896	-0.180725	-0.0839691
31/08/2023 14.29.31.56412	0.772718	0.642517	0.659332	-265.36	-0.248245	-0.118652	0.364761
31/08/2023 14.29.31.61412	0.772716	1.82071	1.09358	-269.459	-0.0747833	-0.477707	-0.0825806
31/08/2023 14.29.31.66412	0.772548	-1.68179	-0.0415497	-281.522	0.0786438	-0.254013	-0.0542603
31/08/2023 14.29.31.71412	0.772531	2.52856	1.1087	-296.056	-0.0164948	-0.174316	-0.0924225
31/08/2023 14.29.31.76412	0.772663	2.08627	1.1347	-308.495	-0.19014	0.0422363	0.0709686
31/08/2023 14.29.31.81412	0.77274	4.48111	1.79076	-320.003	-0.513748	-0.440094	0.281693
31/08/2023 14.29.31.86412	0.772728	2.16788	1.13594	-328.316	-0.0758972	-0.355362	0.176636
31/08/2023 14.29.31.91412	0.772438	1.6142	0.971207	-331.682	0.108154	-0.165207	0.00669861
31/08/2023 14.29.31.96538	0.772621	2.06171	0.872177	-330.924	-0.0251312	-0.215225	0.207443
31/08/2023 14.29.32.01538	0.77268	0.576172	0.515366	-325.11	-0.0320435	-0.236282	0.28389
31/08/2023 14.29.32.06737	0.772717	1.5556	0.845703	-316.817	-0.140289	-0.25679	0.364182
31/08/2023 14.29.32.11737	0.772645	1.04977	0.787262	-309.142	-0.104172	-0.145874	0.188354
31/08/2023 14.29.32.16737	0.772482	-0.0383301	0.2547	-303.681	0.069397	-0.293762	0.155609
31/08/2023 14.29.32.21737	0.772682	-2.39804	-0.34288	-299.44	0.0265656	-0.119934	0.254349
31/08/2023 14.29.32.26812	0.772691	-2.70364	-0.259338	-296.224	0.053009	-0.154358	0.204102
31/08/2023 14.29.32.31812	0.772715	-2.68408	-0.304947	-294.413	-0.159805	-0.259491	0.335434
31/08/2023 14.29.32.36812	0.772589	-0.953125	0.147675	-293.616	-0.0590973	-0.355408	0.12381
31/08/2023 14.29.32.41812	0.772504	-0.376862	0.250305	-293.006	-0.00965881	-0.409546	-0.110962
31/08/2023 14.29.32.46837	0.772694	-0.713806	0.246506	-291.68	0.0540009	-0.189209	-0.0150604
31/08/2023 14.29.32.51837	0.772708	-1.33557	-0.071991	-289.975	-0.172394	-0.32695	0.258163
31/08/2023 14.29.32.56887	0.772735	-0.373535	0.116409	-289.103	-0.216019	-0.189133	0.202713
31/08/2023 14.29.32.61887	0.772464	0.0402832	0.308075	-289.115	0.00012207	-0.320374	0.127014
31/08/2023 14.29.32.66887	0.772618	-0.166748	0.315109	-291.461	-0.022522	-0.136459	0.045639
31/08/2023 14.29.32.71887	0.772649	-0.10083	0.472229	-297.847	-0.064209	-0.222717	0.0763702
31/08/2023 14.29.32.76937	0.772715	1.06836	0.793137	-304.208	-0.15802	-0.0741425	0.172211
31/08/2023 14.29.32.81937	0.77269	2.23041	1.21619	-309.43	-0.113724	-0.374619	0.261398
31/08/2023 14.29.32.86937	0.772466	1.68002	0.895386	-312.977	-0.202652	-0.382187	0.174454
31/08/2023 14.29.32.91937	0.772645	3.87354	1.67934	-314.633	0.189392	-0.283508	-0.138916
31/08/2023 14.29.32.96937	0.772701	2.00217	0.998596	-314.98	0.186157	0.0531311	-0.0461426
31/08/2023 14.29.33.01937	0.772704	-1.16623	0.148651	-315.298	0.0531616	-0.202423	-0.0858459
31/08/2023 14.29.33.06937	0.772578	-0.315491	0.311447	-313.107	-0.34169	-0.407089	0.203766
31/08/2023 14.29.33.11937	0.772554	0.080719	0.360626	-309.685	-0.122971	-0.274292	0.250824
31/08/2023 14.29.33.16937	0.772633	-0.113861	0.307297	-306.6	0.0469971	-0.24411	0.110245
31/08/2023 14.29.33.21937	0.772731	-0.380188	0.130203	-303.9	0.0179596	-0.148102	0.0913696
31/08/2023 14.29.33.26937	0.772731	0.967133	0.554855	-302.048	-0.15889	-0.174683	0.0493774
31/08/2023 14.29.33.31937	0.772498	0.291077	0.417145	-300.797	-0.178909	-0.358429	0.310043
31/08/2023 14.29.33.36937	0.772572	2.19614	1.04596	-299.318	-0.185059	-0.613724	0.223373
31/08/2023 14.29.33.41937	0.772698	1.52673	0.920242	-298.397	0.0424042	-0.407471	-0.0514221
31/08/2023 14.29.33.46937	0.7727	2.25879	0.99765	-297.673	0.0244141	-0.22374	-0.152267
31/08/2023 14.29.33.51937	0.77276	0.987427	0.605576	-297.314	-0.0476379	-0.353683	0.355179
31/08/2023 14.29.33.56964	0.772421	3.28342	1.40875	-296.441	-0.217789	-0.42691	0.170334
31/08/2023 14.29.33.61964	0.7726	1.96857	1.00569	-295.2	-0.200699	-0.642014	0.245972
31/08/2023 14.29.33.67337	0.772732	1.27774	0.724625	-295.225	-0.00357056	-0.437607	-0.0578308
31/08/2023 14.29.33.72337	0.772679	-1.4469	-0.0119629	-295.372	-0.0560303	-0.203903	-0.0314941
31/08/2023 14.29.33.77337	0.772595	-0.524933	0.0409698	-295.468	-0.125351	-0.264755	0.127792
31/08/2023 14.29.33.82337	0.77253	1.11307	0.722412	-296.024	-0.282074	-0.204041	0.183487
31/08/2023 14.29.33.87337	0.772648	1.13245	0.665527	-299.358	-0.129898	-0.348465	0.301086
31/08/2023 14.29.33.92337	0.772749	1.09717	0.733063	-303.677	0.11911	-0.287903	-0.013916
31/08/2023 14.29.33.97337	0.772746	-0.989624	0.00299072	-309.975	-0.102249	-0.158997	0.115524
31/08/2023 14.29.34.02337	0.772447	0.0213318	0.409897	-314.877	-0.106262	-0.232483	0.279907
31/08/2023 14.29.34.07337	0.772591	4.5213	1.78613	-318.644	-0.196106	-0.129196	0.193314
31/08/2023 14.29.34.12337	0.77269	1.77365	0.814651	-320.385	0.00927734	-0.311829	0.267731
31/08/2023 14.29.34.17337	0.772714	5.09216	2.1228	-320.678	-0.0436096	-0.356277	0.0406952
31/08/2023 14.29.34.22337	0.772717	3.37341	1.41089	-318.615	0.144638	-0.236435	-0.074585
31/08/2023 14.29.34.27339	0.772436	0.333282	0.398819	-311.3	-0.00331116	-0.0361481	0.240265
31/08/2023 14.29.34.32339	0.772654	1.35846	0.724564	-302.9	-0.134064	-0.339386	0.398315
31/08/2023 14.29.34.37337	0.772699	2.28491	0.845718	-296.536	-0.124527	-0.384979	0.111908
31/08/2023 14.29.34.42337	0.772687	1.76685	0.960449	-291.118	0.0976562	-0.334152	0.160095
31/08/2023 14.29.34.47337	0.772638	2.36328	1.1566	-288.617	0.0974274	-0.151917	-0.236465
31/08/2023 14.29.34.52337	0.772472	-1.13959	-0.0226746	-287.89	-0.120529	-0.160599	0.107422
31/08/2023 14.29.34.57337	0.772673	-2.04535	-0.171814	-287.916	-0.0903015	-0.263123	0.295135
31/08/2023 14.29.34.62337	0.772724	-1.64349	-0.154556	-289.032	-0.0859375	-0.34259	0.0623779
31/08/2023 14.29.34.67337	0.77276	-1.71796	-0.18483	-290.156	0.0514526	-0.326447	0.0559692
31/08/2023 14.29.34.72337	0.772489	1.57434	0.873062	-290.459	0.106522	-0.361267	-0.0957642
31/08/2023 14.29.34.77337	0.772551	-0.120117	0.2742	-290.952	-0.0136261	-0.145538	0.0800171
31/08/2023 14.29.34.82337	0.772695	2.63232	1.21996	-290.7	-0.195755	-0.260773	0.159271
31/08/2023 14.29.34.87337	0.772696	1.27832	0.897293	-291.171	-0.202316	-0.486267	0.194977
31/08/2023 14.29.34.92337	0.772738	0.104126	0.304825	-293.417	0.136414	-0.282684	-0.0307007
31/08/2023 14.29.34.97337	0.772442	2.6474	1.30933	-298.71	-0.0345917	-0.174179	-0.130554
31/08/2023 14.29.35.02337	0.772628	0.791504	0.45755	-305.221	-0.0435944	-0.0766144	-0.0211945
31/08/2023 14.29.35.07337	0.772667	1.72903	0.804703	-311.376	-0.246185	-0.245529	0.291992
31/08/2023 14.29.35.12337	0.77274	-0.572968	0.0680389	-317.035	-0.214035	-0.59404	0.234528
31/08/2023 14.29.35.17337	0.772641	0.04422	0.317184	-320.452	-0.0406189	-0.213135	0.0653534
31/08/2023 14.29.35.22337	0.77248	1.71078	0.872513	-322.739	0.121918	-0.178848	-0.115433
31/08/2023 14.29.35.27337	0.772661	2.36221	1.27528	-323.158	-0.0052948	-0.205887	0.00692749
31/08/2023 14.29.35.32337	0.772704	0.174469	0.542572	-321.084	-0.192535	-0.30925	0.0137939
31/08/2023 14.29.35.37362	0.772713	-0.148743	0.286438	-315.149	-0.140305	-0.40538	0.235474
31/08/2023 14.29.35.42362	0.772567	4.01959	1.61273	-308.584	-0.0279694	-0.380524	0.0185394
31/08/2023 14.29.35.47364	0.772545	0.34491	0.389847	-303.377	0.223083	-0.117691	-0.133423
31/08/2023 14.29.35.52364	0.772626	2.08447	1.13297	-299.195	0.0137939	-0.173309	-0.313614
31/08/2023 14.29.35.57387	0.772752	2.68741	1.15738	-297.466	-0.129562	-0.0327454	0.143906
31/08/2023 14.29.35.62387	0.772679	-0.781677	0.119034	-295.67	-0.223999	-0.407196	0.184067
31/08/2023 14.29.35.67387	0.772489	-1.81613	-0.152023	-295.732	-0.0261536	-0.228043	0.0980988
31/08/2023 14.29.35.72387	0.772624	-1.46167	-0.101074	-296.158	0.13446	-0.257126	0.032074
31/08/2023 14.29.35.77387	0.772705	-0.364594	0.117645	-294.688	-0.228577	-0.262589	0.258911
31/08/2023 14.29.35.82387	0.772684	-0.0232544	0.4496	-289.752	-0.108368	-0.134995	0.205017
31/08/2023 14.29.35.87387	0.772702	-0.0090332	0.368713	-284.377	-0.220001	-0.245956	0.287582
31/08/2023 14.29.35.92387	0.772443	-2.23947	-0.252975	-280.889	0.0718079	-0.0820465	0.157593
31/08/2023 14.29.35.97637	0.772652	-2.01022	-0.139755	-281.133	-0.0278015	-0.266327	0.219437
31/08/2023 14.29.36.02637	0.772735	2.54651	0.994843	-282.536	0.00590515	-0.164017	0.129776
31/08/2023 14.29.36.07637	0.772701	0.653717	0.745346	-289.036	-0.185837	-0.126358	0.11972
31/08/2023 14.29.36.12637	0.772554	0.534302	0.397781	-297.147	-0.236008	-0.250061	0.374893
31/08/2023 14.29.36.17637	0.772524	-1.08142	0.0176697	-304.652	0.0693665	-0.314545	0.0139771
31/08/2023 14.29.36.22637	0.772671	0.867584	0.722595	-309.533	0.0393219	-0.193359	0.104828
